model,year,transmission,mileage,fuelType,tax,mpg,engineSize
 1 Series,2015,Manual,58918,Diesel,0,83.1,1.5
 1 Series,2016,Manual,35845,Diesel,0,83.1,1.5
 5 Series,2014,Automatic,85547,Diesel,160,51.4,3
 3 Series,2016,Manual,68738,Diesel,20,68.9,2
 1 Series,2015,Manual,84179,Diesel,30,65.7,2
 5 Series,2016,Automatic,28084,Diesel,30,62.8,2
 2 Series,2018,Manual,45166,Diesel,145,65.7,2
 X5,2016,Automatic,74765,Hybrid,0,85.6,2
 2 Series,2016,Automatic,17173,Petrol,200,39.8,3
 1 Series,2017,Manual,33215,Diesel,0,78.5,1.5
 2 Series,2017,Automatic,19502,Petrol,145,39.8,3
 3 Series,2016,Manual,34278,Diesel,30,64.2,2
 3 Series,2019,Automatic,10633,Petrol,145,42.2,2
 3 Series,2016,Automatic,22317,Hybrid,0,134.5,2
 2 Series,2016,Automatic,27519,Petrol,160,44.1,2
 2 Series,2016,Automatic,36792,Petrol,125,51.4,1.5
 X3,2016,Automatic,65392,Diesel,200,47.9,3
 2 Series,2017,Automatic,12301,Petrol,145,51.4,1.5
 3 Series,2016,Automatic,48947,Hybrid,0,134.5,2
 X3,2015,Automatic,85938,Diesel,145,54.3,2
 4 Series,2014,Automatic,80450,Diesel,145,56.5,2
 4 Series,2016,Automatic,78792,Diesel,30,65.7,2
 3 Series,2013,Automatic,86364,Diesel,145,55.4,3
 6 Series,2013,Automatic,58024,Diesel,160,51.4,3
 3 Series,2013,Automatic,29500,Diesel,30,62.8,2
 1 Series,2016,Automatic,29657,Diesel,20,67.3,2
 X1,2018,Automatic,35077,Diesel,145,65.7,2
 1 Series,2016,Automatic,19908,Petrol,235,37.7,3
 X1,2017,Automatic,9799,Diesel,30,65.7,2
 5 Series,2016,Manual,94419,Diesel,30,65.7,2
 4 Series,2017,Manual,42560,Diesel,30,62.8,2
 1 Series,2013,Manual,56370,Petrol,145,50.4,1.6
 i3,2017,Automatic,20321,Electric,135,470.8,0
 X1,2016,Automatic,16917,Diesel,145,55.4,2
 5 Series,2017,Automatic,25399,Diesel,145,65.7,2
 1 Series,2014,Manual,69190,Diesel,30,65.7,1.6
 1 Series,2017,Manual,22677,Diesel,145,65.7,2
 1 Series,2016,Automatic,54013,Diesel,30,62.8,2
 5 Series,2013,Automatic,65359,Diesel,125,57.6,2
 3 Series,2015,Manual,39245,Diesel,20,68.9,2
 3 Series,2017,Automatic,95521,Diesel,145,70.6,2
 X1,2014,Automatic,45740,Diesel,160,52.3,2
 3 Series,2015,Manual,40219,Diesel,125,61.4,2
 2 Series,2017,Manual,44011,Petrol,125,50.4,1.5
 2 Series,2016,Manual,37537,Petrol,125,52.3,1.5
 3 Series,2015,Automatic,85188,Diesel,145,53.3,3
 1 Series,2016,Manual,29690,Petrol,125,52.3,1.5
 1 Series,2016,Manual,76241,Diesel,0,83.1,1.5
 1 Series,2018,Manual,25791,Petrol,145,52.3,1.5
 1 Series,2016,Manual,24820,Diesel,0,78.5,1.5
 3 Series,2016,Automatic,79248,Diesel,0,74.3,2
 1 Series,2016,Manual,50232,Diesel,0,83.1,1.5
 X1,2016,Manual,56046,Diesel,20,68.9,2
 2 Series,2016,Manual,56953,Diesel,30,64.2,2
 X5,2015,Automatic,78902,Diesel,160,50.4,2
 5 Series,2017,Automatic,13022,Diesel,145,60.1,3
 3 Series,2011,Manual,70418,Petrol,160,44.8,2
 i3,2016,Automatic,9990,Electric,0,470.8,0
 3 Series,2016,Manual,42170,Diesel,30,67.3,2
 2 Series,2017,Automatic,22502,Diesel,145,55.4,2
 1 Series,2016,Manual,36994,Petrol,125,52.3,1.5
 1 Series,2016,Manual,29374,Petrol,125,53.3,1.5
 1 Series,2016,Manual,13388,Petrol,125,52.3,1.5
 1 Series,2016,Manual,23954,Petrol,125,52.3,1.5
 3 Series,2016,Automatic,19300,Diesel,160,51.4,3
 2 Series,2016,Manual,53653,Diesel,30,65.7,2
 2 Series,2016,Manual,29719,Diesel,0,74.3,1.5
 3 Series,2014,Manual,70968,Diesel,20,68.9,2
 4 Series,2016,Automatic,67429,Petrol,145,48.7,2
 3 Series,2016,Automatic,45716,Hybrid,0,134.5,2
 4 Series,2016,Automatic,34990,Diesel,30,65.7,2
 1 Series,2012,Automatic,48220,Diesel,30,62.8,2
 1 Series,2015,Manual,49096,Diesel,20,68.9,2
 X1,2013,Manual,45750,Diesel,160,51.4,2
 3 Series,2016,Automatic,22019,Hybrid,0,148.7,2
 1 Series,2016,Manual,55987,Diesel,20,70.6,1.5
 4 Series,2015,Automatic,32558,Diesel,145,55.4,3
 3 Series,2018,Automatic,18506,Diesel,145,64.2,2
 2 Series,2015,Manual,23195,Diesel,20,74.3,1.5
 3 Series,2016,Manual,97758,Diesel,20,72.4,2
 X1,2016,Automatic,44016,Diesel,150,55.4,2
 X1,2015,Manual,104000,Diesel,30,62.8,2
 X3,2015,Automatic,113000,Diesel,145,54.3,2
 X3,2015,Automatic,130000,Diesel,145,54.3,2
 1 Series,2014,Manual,113000,Diesel,0,74.3,1.6
 4 Series,2017,Automatic,16389,Diesel,145,51.4,3
 X5,2015,Automatic,31885,Diesel,160,52.3,2
 3 Series,2016,Automatic,57851,Diesel,30,64.2,2
 2 Series,2015,Manual,27562,Diesel,20,68.9,2
 5 Series,2017,Automatic,43316,Diesel,30,65.7,2
 4 Series,2016,Automatic,48891,Diesel,30,62.8,2
 1 Series,2019,Automatic,11153,Petrol,145,55.5,1.5
 4 Series,2017,Automatic,36220,Diesel,145,65.7,2
 X5,2018,Automatic,33000,Diesel,150,47.1,3
 4 Series,2018,Automatic,35042,Diesel,145,65.7,2
 1 Series,2019,Automatic,14759,Diesel,150,67.3,2
 3 Series,2018,Automatic,15871,Diesel,150,64.2,2
 X3,2017,Automatic,13955,Diesel,145,47.9,3
 3 Series,2009,Manual,138026,Petrol,205,42.8,2
 2 Series,2016,Manual,27255,Petrol,125,50.4,1.5
 1 Series,2016,Manual,57277,Diesel,0,78.5,1.5
 3 Series,2015,Automatic,98503,Diesel,30,65.7,2
 1 Series,2016,Manual,52811,Diesel,0,83.1,1.5
 2 Series,2017,Automatic,10131,Diesel,145,60.1,2
 3 Series,2018,Manual,10877,Petrol,150,47.9,2
 X3,2015,Automatic,32988,Diesel,205,47.1,3
 X5,2016,Automatic,27851,Diesel,205,47.1,3
 X6,2015,Automatic,31100,Diesel,205,44.8,3
 4 Series,2018,Automatic,10077,Petrol,150,39.2,3
 2 Series,2015,Automatic,38500,Diesel,20,68.9,2
 X1,2017,Automatic,30687,Diesel,30,65.7,2
 1 Series,2017,Automatic,46222,Petrol,145,47.9,2
 X5,2017,Automatic,41567,Diesel,200,47.1,3
 X4,2016,Automatic,27580,Diesel,205,47.9,3
 3 Series,2012,Automatic,52000,Petrol,205,43.5,2
 3 Series,2019,Automatic,4000,Diesel,150,47.9,3
 1 Series,2015,Manual,48258,Diesel,30,65.7,2
 1 Series,2019,Manual,5121,Petrol,145,44.1,1.5
 X2,2019,Automatic,4773,Diesel,145,58.9,2
 X1,2019,Manual,5322,Petrol,145,51.4,1.5
 3 Series,2014,Manual,55150,Diesel,30,61.4,2
 X1,2016,Manual,32794,Diesel,20,68.9,2
 X1,2016,Manual,25913,Diesel,125,58.9,2
 5 Series,2016,Automatic,33953,Diesel,30,62.8,2
 2 Series,2016,Automatic,21594,Petrol,125,51.4,1.5
 4 Series,2014,Manual,68000,Diesel,125,58.9,2
 4 Series,2016,Manual,55802,Diesel,30,62.8,2
 X3,2016,Automatic,25291,Diesel,145,54.3,2
 1 Series,2015,Manual,30416,Diesel,0,78.5,1.5
 3 Series,2016,Automatic,31000,Diesel,200,49.6,3
 1 Series,2014,Manual,52447,Petrol,150,50.4,1.6
 2 Series,2017,Manual,31453,Diesel,20,68.9,1.5
 X2,2018,Automatic,27359,Diesel,145,52.3,2
 1 Series,2018,Automatic,14449,Diesel,145,48.7,2
 X1,2016,Automatic,32624,Diesel,125,57.6,2
 Z4,2017,Automatic,21779,Petrol,200,41.5,2
 3 Series,2015,Manual,56111,Diesel,30,64.2,2
 2 Series,2016,Manual,38412,Diesel,30,64.2,2
 2 Series,2018,Automatic,5301,Petrol,145,36.7,1.5
 2 Series,2015,Automatic,39132,Petrol,125,53.3,1.5
 1 Series,2016,Manual,47905,Diesel,0,78.5,1.5
 3 Series,2015,Manual,42831,Diesel,20,68.9,2
 3 Series,2015,Manual,71339,Diesel,30,67.3,2
 X7,2019,Automatic,7791,Diesel,145,33.6,3
 X4,2016,Automatic,30241,Diesel,200,47.9,3
 X3,2016,Automatic,41462,Diesel,200,47.1,3
 1 Series,2015,Automatic,39687,Petrol,235,37.7,3
 1 Series,2017,Automatic,23786,Diesel,20,67.3,2
 6 Series,2015,Automatic,72720,Diesel,160,49.6,3
 5 Series,2014,Automatic,60389,Diesel,145,55.4,2
 1 Series,2017,Manual,22361,Diesel,0,83.1,1.5
 5 Series,2015,Automatic,55673,Diesel,160,49.6,3
 M4,2019,Automatic,19,Petrol,145,32.5,3
 X4,2019,Automatic,2380,Petrol,145,26.9,3
 M4,2019,Automatic,2460,Petrol,145,34,3
 5 Series,2018,Automatic,6500,Hybrid,140,156.9,2
 3 Series,2016,Automatic,54518,Diesel,30,64.2,2
 X1,2016,Manual,44434,Diesel,125,58.9,2
 4 Series,2016,Manual,19684,Diesel,145,55.4,2
 1 Series,2015,Automatic,24214,Diesel,30,64.2,2
 4 Series,2018,Automatic,11631,Petrol,145,45.6,2
 1 Series,2011,Manual,14200,Petrol,145,36.2,3
 3 Series,2015,Automatic,45064,Diesel,20,74.3,2
 3 Series,2017,Automatic,29000,Diesel,145,62.8,2
 1 Series,2017,Automatic,17760,Diesel,145,61.4,2
 X3,2011,Automatic,69117,Diesel,165,50.4,2
 3 Series,2015,Automatic,66355,Diesel,125,60.1,2
 5 Series,2016,Automatic,34424,Diesel,30,62.8,2
 5 Series,2016,Automatic,37472,Diesel,20,68.9,2
 1 Series,2016,Automatic,79212,Diesel,20,68.9,1.5
 1 Series,2015,Manual,28640,Diesel,0,83.1,1.5
 2 Series,2016,Automatic,27381,Diesel,20,68.9,1.5
 5 Series,2018,Automatic,11868,Diesel,145,68.9,2
 3 Series,2016,Automatic,15659,Hybrid,0,148.7,2
 3 Series,2016,Manual,86800,Diesel,30,67.3,2
 5 Series,2014,Automatic,96850,Diesel,160,51.4,2
 3 Series,2018,Automatic,31150,Diesel,145,62.8,2
 2 Series,2018,Automatic,20915,Diesel,145,49.6,2
 1 Series,2015,Automatic,28571,Diesel,20,67.3,2
 1 Series,2014,Manual,38484,Petrol,145,50.4,1.6
 2 Series,2017,Automatic,17931,Diesel,30,67.3,2
 X3,2019,Automatic,3771,Petrol,145,24.8,3
 1 Series,2019,Automatic,2922,Petrol,145,34.5,2
 3 Series,2017,Automatic,17088,Diesel,145,62.8,2
 1 Series,2018,Automatic,9193,Petrol,145,32.5,3
 3 Series,2014,Automatic,101040,Diesel,165,52.3,3
 5 Series,2015,Automatic,79340,Diesel,30,62.8,2
 4 Series,2016,Automatic,80950,Diesel,30,65.7,2
 3 Series,2015,Manual,40461,Diesel,20,72.4,2
 5 Series,2015,Automatic,46140,Diesel,30,62.8,2
 3 Series,2014,Automatic,94450,Diesel,160,52.3,3
 1 Series,2014,Manual,72910,Diesel,20,68.9,2
 2 Series,2016,Automatic,67370,Petrol,125,50.4,2
 X3,2014,Automatic,60590,Diesel,160,50.4,2
 1 Series,2015,Manual,55820,Diesel,20,70.6,1.5
 4 Series,2015,Automatic,110720,Diesel,125,61.4,2
 3 Series,2015,Automatic,70620,Diesel,125,60.1,2
 4 Series,2015,Automatic,33627,Diesel,145,56.5,2
 2 Series,2016,Automatic,28918,Petrol,125,53.3,1.5
 3 Series,2016,Manual,27218,Petrol,235,38.7,2
 4 Series,2017,Automatic,13907,Diesel,145,55.4,3
 4 Series,2016,Automatic,35399,Diesel,145,55.4,3
 5 Series,2016,Automatic,34609,Diesel,30,62.8,2
 X1,2013,Automatic,42073,Diesel,160,52.3,2
 1 Series,2012,Automatic,43835,Petrol,145,48.7,1.6
 2 Series,2018,Manual,13369,Diesel,145,65.7,1.5
 1 Series,2016,Automatic,19277,Diesel,30,62.8,2
 3 Series,2015,Automatic,54305,Diesel,125,60.1,2
 2 Series,2016,Automatic,62140,Hybrid,0,141.2,1.5
 2 Series,2016,Manual,62379,Diesel,30,62.8,2
 2 Series,2016,Automatic,78459,Diesel,20,68.9,2
 2 Series,2017,Automatic,69241,Diesel,125,60.1,2
 5 Series,2015,Manual,91498,Diesel,125,61.4,2
 2 Series,2017,Automatic,49186,Petrol,145,50.4,1.5
 1 Series,2018,Manual,26146,Diesel,145,78.5,1.5
 4 Series,2015,Automatic,49256,Diesel,125,60.1,2
 X4,2015,Manual,39824,Diesel,160,52.3,2
 6 Series,2013,Automatic,36049,Diesel,160,49.6,3
 3 Series,2015,Automatic,48250,Diesel,30,64.2,2
 X3,2016,Automatic,46837,Diesel,200,47.9,3
 3 Series,2016,Automatic,20889,Hybrid,0,148.7,2
 3 Series,2015,Manual,91246,Diesel,125,61.4,2
 4 Series,2015,Automatic,17006,Petrol,235,38.2,3
 2 Series,2015,Manual,63980,Diesel,20,74.3,1.5
 4 Series,2016,Automatic,89200,Diesel,30,65.7,2
 X3,2015,Automatic,110860,Diesel,145,54.3,2
 1 Series,2017,Manual,81980,Diesel,30,65.7,2
 1 Series,2015,Automatic,44715,Petrol,235,37.7,3
 3 Series,2014,Automatic,10303,Diesel,30,62.8,2
 3 Series,2017,Automatic,10501,Hybrid,135,148.7,2
 1 Series,2016,Manual,34240,Diesel,20,68.9,2
 1 Series,2013,Manual,63861,Diesel,30,65.7,2
 1 Series,2016,Manual,56121,Petrol,125,52.3,1.5
 5 Series,2013,Automatic,88004,Diesel,125,57.6,2
 4 Series,2015,Automatic,106220,Diesel,160,51.4,3
 5 Series,2014,Automatic,73500,Diesel,30,62.8,2
 5 Series,2015,Automatic,131520,Diesel,125,60.1,2
 3 Series,2011,Automatic,79210,Diesel,145,53.3,2
 2 Series,2016,Manual,79060,Diesel,30,64.2,2
 4 Series,2016,Automatic,84140,Diesel,30,65.7,2
 1 Series,2018,Manual,38164,Diesel,145,78.5,1.5
 1 Series,2013,Manual,51988,Diesel,0,74.3,1.6
 3 Series,2013,Manual,76429,Diesel,20,68.9,2
 1 Series,2013,Automatic,60260,Diesel,30,64.2,2
 1 Series,2014,Automatic,71700,Diesel,125,60.1,2
 2 Series,2015,Automatic,91620,Diesel,30,61.4,2
 X1,2014,Manual,54630,Diesel,160,51.4,2
 1 Series,2016,Manual,17467,Diesel,30,62.8,2
 1 Series,2016,Manual,39512,Diesel,0,78.5,1.5
 1 Series,2015,Automatic,57570,Diesel,0,74.3,2
 X1,2017,Automatic,36983,Diesel,145,57.6,2
 3 Series,2017,Automatic,32230,Diesel,30,64.2,2
 3 Series,2017,Automatic,42205,Diesel,150,62.8,2
 1 Series,2014,Manual,44514,Petrol,305,35.3,3
 3 Series,2017,Automatic,35303,Hybrid,0,134.5,2
 X1,2018,Automatic,10947,Diesel,145,60.1,2
 1 Series,2017,Manual,16681,Diesel,150,68.9,0
 X1,2018,Automatic,12208,Diesel,150,60.1,2
 5 Series,2015,Automatic,50000,Diesel,20,68.9,2
 3 Series,2017,Automatic,45000,Other,140,134.5,2
 4 Series,2015,Automatic,57920,Diesel,165,51.4,3
 5 Series,2016,Automatic,36155,Diesel,160,51.4,3
 3 Series,2016,Automatic,23340,Diesel,30,64.2,2
 1 Series,2016,Manual,26093,Petrol,125,53.3,1.5
 1 Series,2016,Automatic,32404,Petrol,30,55.5,1.5
 1 Series,2015,Automatic,48282,Diesel,20,70.6,2
 4 Series,2017,Automatic,53639,Diesel,145,70.6,2
 2 Series,2017,Automatic,7861,Petrol,30,55.4,1.5
 1 Series,2016,Manual,58719,Diesel,20,72.4,1.5
 X5,2017,Automatic,31000,Diesel,150,47.1,3
 4 Series,2016,Automatic,39708,Diesel,30,65.7,2
 X5,2015,Automatic,54248,Diesel,200,47.1,3
 X5,2018,Automatic,17552,Diesel,145,45.6,3
 5 Series,2017,Automatic,25000,Diesel,150,62.8,2
 5 Series,2018,Automatic,34000,Diesel,150,62.8,2
 1 Series,2014,Manual,15520,Diesel,30,64.2,2
 1 Series,2018,Automatic,33372,Petrol,145,58.9,1.5
 i3,2017,Automatic,32867,Other,0,470.8,0.6
 1 Series,2017,Manual,37000,Petrol,125,53.3,1.5
 1 Series,2015,Automatic,29867,Diesel,30,65.7,2
 2 Series,2018,Automatic,13889,Petrol,145,55.4,1.5
 3 Series,2016,Automatic,52125,Diesel,20,70.6,2
 2 Series,2016,Automatic,34090,Diesel,20,72.4,1.5
 1 Series,2016,Manual,57178,Diesel,20,72.4,1.5
 X1,2017,Manual,24607,Diesel,125,60.1,2
 1 Series,2013,Automatic,35000,Diesel,30,64.2,2
 3 Series,2017,Manual,18059,Petrol,150,48.7,2
 1 Series,2018,Automatic,9856,Petrol,145,55.5,1.5
 3 Series,2016,Automatic,26267,Diesel,20,70.6,2
 4 Series,2015,Automatic,41670,Diesel,200,47.9,3
 1 Series,2013,Manual,67708,Diesel,0,74.3,1.6
 5 Series,2013,Automatic,73000,Diesel,125,57.6,2
 2 Series,2016,Manual,22500,Petrol,30,57.6,1.5
 1 Series,2018,Automatic,38527,Petrol,145,58.9,1.5
 1 Series,2017,Automatic,26660,Diesel,20,67.3,2
 1 Series,2016,Automatic,23377,Diesel,30,65.7,2
 5 Series,2016,Automatic,61425,Diesel,125,60.1,2
 4 Series,2016,Automatic,39891,Diesel,145,53.3,3
 1 Series,2015,Manual,45853,Petrol,300,35.3,3
 X3,2017,Automatic,35428,Diesel,145,54.3,2
 3 Series,2017,Automatic,36178,Diesel,150,70.6,2
 1 Series,2015,Automatic,32694,Diesel,20,72.4,1.5
 1 Series,2017,Manual,38356,Diesel,145,83.1,1.5
 1 Series,2016,Manual,16483,Petrol,125,53.3,1.5
 1 Series,2016,Manual,14634,Petrol,125,53.3,1.5
 1 Series,2017,Manual,14232,Petrol,125,53.3,1.5
 4 Series,2016,Automatic,24085,Diesel,30,65.7,2
 1 Series,2014,Automatic,29626,Petrol,125,50.4,1.6
 5 Series,2017,Automatic,12727,Diesel,150,65.7,2
 1 Series,2018,Manual,13778,Petrol,150,53.3,1.5
 3 Series,2018,Automatic,11258,Diesel,145,64.2,2
 3 Series,2018,Automatic,44155,Diesel,145,60.1,2
 X1,2018,Automatic,11070,Petrol,145,44.8,2
 1 Series,2016,Manual,27382,Diesel,0,83.1,1.5
 1 Series,2013,Manual,58689,Petrol,145,47.9,1.6
 5 Series,2012,Automatic,47185,Diesel,125,57.6,2
 1 Series,2015,Automatic,54789,Diesel,30,65.7,2
 3 Series,2015,Automatic,49122,Diesel,30,67.3,2
 3 Series,2016,Automatic,52000,Diesel,30,64.2,2
 3 Series,2016,Automatic,61852,Diesel,200,49.6,3
 4 Series,2017,Automatic,24231,Diesel,145,55.4,3
 2 Series,2016,Manual,14395,Petrol,145,47.1,1.5
 1 Series,2015,Manual,34271,Petrol,300,35.3,3
 3 Series,2014,Manual,58470,Diesel,30,62.8,2
 X4,2016,Automatic,25465,Diesel,200,47.9,3
 3 Series,2016,Automatic,36584,Diesel,30,62.8,2
 4 Series,2017,Automatic,32632,Diesel,125,58.9,2
 3 Series,2019,Manual,13648,Diesel,145,62.8,2
 3 Series,2015,Manual,33021,Diesel,125,60.1,2
 X5,2016,Automatic,20851,Diesel,200,47.1,3
 X3,2016,Automatic,31955,Diesel,150,54.3,2
 3 Series,2017,Manual,14358,Petrol,150,48.7,2
 4 Series,2017,Manual,21869,Petrol,150,46.3,2
 1 Series,2012,Manual,72300,Diesel,30,62.8,2
 3 Series,2014,Automatic,103000,Diesel,125,60.1,2
 2 Series,2017,Manual,7329,Petrol,125,52.3,1.5
 4 Series,2018,Automatic,27000,Petrol,150,48.7,2
 2 Series,2016,Manual,20905,Petrol,125,52.3,1.5
 1 Series,2017,Manual,29227,Petrol,125,53.3,1.5
 X3,2017,Automatic,38636,Diesel,145,54.3,2
 4 Series,2018,Automatic,15865,Petrol,145,48.7,2
 1 Series,2014,Automatic,32271,Petrol,235,37.7,3
 2 Series,2016,Manual,6593,Diesel,20,68.9,1.5
 1 Series,2015,Manual,15113,Diesel,20,72.4,1.5
 3 Series,2016,Automatic,30284,Diesel,30,65.7,2
 5 Series,2017,Automatic,38002,Diesel,145,60.1,2
 4 Series,2017,Automatic,19708,Diesel,145,65.7,2
 6 Series,2017,Automatic,23954,Petrol,260,36.7,3
 5 Series,2016,Automatic,32868,Diesel,125,60.1,2
 3 Series,2018,Manual,45344,Diesel,145,64.2,2
 3 Series,2018,Automatic,17932,Diesel,145,64.2,2
 1 Series,2019,Automatic,12839,Diesel,145,70.6,2
 1 Series,2019,Automatic,9119,Petrol,150,38.7,1.5
 4 Series,2016,Manual,33650,Petrol,160,44.8,2
 1 Series,2001,Manual,22633,Petrol,125,53.3,0
 1 Series,2016,Manual,30445,Petrol,125,53.3,1.5
 1 Series,2017,Manual,30521,Diesel,145,68.9,0
 4 Series,2017,Manual,36163,Diesel,145,62.8,2
 3 Series,2018,Automatic,23611,Diesel,150,64.2,0
 X3,2011,Automatic,76000,Diesel,165,50.4,2
 3 Series,2016,Automatic,65000,Diesel,125,57.6,2
 4 Series,2016,Manual,43480,Diesel,30,62.8,2
 3 Series,2018,Automatic,27725,Diesel,145,64.2,2
 3 Series,2015,Automatic,16255,Diesel,30,65.7,2
 1 Series,2016,Manual,34683,Diesel,0,83.1,1.5
 3 Series,2018,Automatic,24716,Diesel,150,64.2,0
 1 Series,2016,Manual,36948,Diesel,30,62.8,2
 1 Series,2016,Manual,24528,Diesel,20,68.9,0
 M4,2015,Semi-Auto,40000,Petrol,305,34,3
 2 Series,2017,Manual,19029,Petrol,150,52.3,1.5
 2 Series,2017,Automatic,25975,Petrol,150,53.3,1.5
 1 Series,2016,Manual,11734,Petrol,125,53.3,1.5
 X1,2016,Manual,13449,Diesel,20,68.9,2
 1 Series,2017,Manual,40000,Diesel,20,72.4,1.5
 2 Series,2019,Automatic,13414,Petrol,150,50.4,1.5
 3 Series,2016,Automatic,26114,Diesel,145,53.3,3
 4 Series,2015,Automatic,49450,Diesel,20,62.8,2
 1 Series,2018,Manual,2901,Petrol,145,37.7,1.5
 3 Series,2016,Manual,19401,Diesel,30,67.3,2
 3 Series,2017,Automatic,19345,Diesel,150,64.2,2
 1 Series,2017,Manual,24104,Petrol,125,53.3,1.5
 3 Series,2016,Automatic,24585,Diesel,145,56.5,3
 1 Series,2016,Manual,30856,Diesel,20,68.9,2
 3 Series,2018,Automatic,40151,Diesel,145,67.3,2
 3 Series,2018,Automatic,28918,Diesel,145,64.2,2
 1 Series,2018,Manual,36469,Diesel,150,50.4,1.5
 2 Series,2018,Automatic,20000,Petrol,150,50.4,1.5
 5 Series,2019,Automatic,13000,Diesel,145,65.7,2
 1 Series,2019,Automatic,11961,Diesel,145,47.9,1.5
 1 Series,2015,Automatic,39141,Diesel,30,65.7,2
 1 Series,2014,Manual,10503,Petrol,145,50.4,1.6
 1 Series,2019,Manual,30372,Petrol,145,53.3,1.5
 2 Series,2016,Automatic,17097,Diesel,20,68.9,0
 1 Series,2017,Automatic,17392,Petrol,30,55.5,1.5
 3 Series,2018,Manual,27692,Diesel,145,68.9,2
 X1,2015,Automatic,27460,Diesel,125,57.6,2
 2 Series,2017,Automatic,33000,Diesel,145,65.7,2
 3 Series,2017,Automatic,48704,Petrol,125,51.4,2
 X1,2017,Manual,27473,Diesel,125,58.9,2
 2 Series,2017,Manual,22397,Petrol,125,52.3,1.5
 1 Series,2018,Automatic,16313,Petrol,145,55.5,1.5
 X2,2018,Automatic,6471,Diesel,145,52.3,2
 3 Series,2017,Automatic,50000,Other,0,134.5,2
 3 Series,2015,Manual,17620,Petrol,265,36.7,3
 1 Series,2016,Automatic,28451,Petrol,240,37.7,3
 1 Series,2017,Automatic,22396,Petrol,145,54.3,1.5
 3 Series,2016,Automatic,38480,Hybrid,0,148.7,2
 3 Series,2016,Automatic,42298,Diesel,125,60.1,2
 3 Series,2015,Automatic,33452,Diesel,30,64.2,2
 X1,2016,Manual,32313,Diesel,20,68.9,2
 1 Series,2018,Automatic,35742,Petrol,145,58.9,1.5
 3 Series,2017,Manual,27779,Petrol,150,48.7,2
 X1,2017,Manual,18000,Diesel,20,68.9,2
 2 Series,2017,Automatic,49264,Diesel,150,62.8,2
 1 Series,2015,Manual,37391,Diesel,30,65.7,2
 3 Series,2016,Automatic,52880,Hybrid,0,134.5,2
 3 Series,2016,Manual,32759,Diesel,20,72.4,2
 1 Series,2015,Automatic,31141,Diesel,30,64.2,2
 5 Series,2014,Automatic,55306,Diesel,125,57.6,2
 X1,2016,Manual,41377,Diesel,125,58.9,2
 4 Series,2017,Automatic,23609,Diesel,125,60.1,2
 1 Series,2016,Manual,19732,Diesel,30,62.8,2
 1 Series,2017,Automatic,42159,Diesel,150,70.6,2
 2 Series,2017,Automatic,39370,Diesel,150,68.9,2
 2 Series,2017,Automatic,36729,Diesel,30,67.3,2
 2 Series,2016,Automatic,24146,Diesel,30,65.7,2
 1 Series,2019,Manual,7218,Petrol,150,52.3,1.5
 X1,2017,Manual,18000,Diesel,125,58.9,2
 8 Series,2019,Automatic,953,Petrol,145,26.9,4.4
 4 Series,2019,Automatic,6751,Petrol,145,48.7,2
 3 Series,2018,Automatic,29473,Diesel,145,64.2,2
 1 Series,2014,Automatic,34795,Diesel,30,64.2,2
 3 Series,2013,Manual,49884,Petrol,145,47.9,1.6
 2 Series,2017,Automatic,36869,Petrol,145,47.9,2
 3 Series,2016,Automatic,31741,Diesel,20,65.7,2
 3 Series,2015,Automatic,42492,Diesel,145,56.5,3
 2 Series,2018,Manual,15621,Diesel,145,60.1,2
 X5,2017,Automatic,23882,Diesel,145,47.1,3
 1 Series,2018,Automatic,20022,Diesel,150,48.7,2
 1 Series,2017,Automatic,23000,Petrol,205,39.8,3
 2 Series,2017,Automatic,8012,Petrol,150,53.3,1.5
 3 Series,2018,Automatic,17500,Petrol,150,54.3,1.5
 4 Series,2019,Automatic,5123,Petrol,145,48.7,2
 3 Series,2020,Automatic,2121,Diesel,145,52.3,2
 X3,2019,Automatic,4078,Petrol,145,30.4,2
 4 Series,2016,Automatic,44675,Diesel,125,58.9,2
 X5,2015,Automatic,27947,Diesel,235,42.8,3
 2 Series,2019,Manual,1243,Petrol,145,42.2,1.5
 2 Series,2015,Automatic,27419,Diesel,30,55.4,2
 X1,2017,Automatic,14105,Diesel,150,60.1,2
 X1,2017,Automatic,10048,Diesel,150,60.1,2
 X1,2017,Automatic,43147,Diesel,145,57.6,2
 1 Series,2013,Manual,37012,Diesel,30,62.8,2
 1 Series,2018,Manual,4971,Petrol,150,52.3,1.5
 1 Series,2017,Automatic,15592,Petrol,30,55.5,1.5
 2 Series,2016,Automatic,26193,Petrol,260,37.2,3
 2 Series,2016,Manual,35437,Diesel,30,64.2,2
 1 Series,2015,Manual,48489,Diesel,30,65.7,2
 2 Series,2014,Manual,42947,Petrol,205,42.8,2
 X5,2016,Automatic,17303,Diesel,205,47.9,3
 3 Series,2018,Automatic,42967,Petrol,150,48.7,2
 2 Series,2015,Automatic,29867,Diesel,30,68.9,2
 3 Series,2016,Automatic,32500,Diesel,30,64.2,2
 1 Series,2017,Automatic,23000,Diesel,30,65.7,2
 2 Series,2018,Automatic,10764,Petrol,145,47.9,2
 X3,2017,Automatic,35903,Diesel,145,54.3,2
 1 Series,2017,Manual,42069,Diesel,20,68.9,2
 1 Series,2013,Manual,59824,Diesel,125,58.9,2
 3 Series,2014,Automatic,44900,Diesel,125,58.9,2
