model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 2 Series,2019,22646,Manual,123,Petrol,145,52.3,1.5
 2 Series,2019,22646,Manual,123,Petrol,145,52.3,1.5
 2 Series,2019,22646,Manual,123,Petrol,145,52.3,1.5
 2 Series,2019,21773,Automatic,123,Diesel,145,49.6,2
 3 Series,2019,31790,Automatic,123,Petrol,145,42.2,2
 4 Series,2016,26442,Semi-Auto,19344,Petrol,235,39.2,3
 5 Series,2018,24862,Automatic,10500,Diesel,145,65.7,2
 6 Series,2017,24622,Automatic,26000,Diesel,145,49.6,3
 X4,2019,47480,Automatic,123,Petrol,145,26.9,3
 X4,2019,47480,Automatic,123,Petrol,145,26.9,3
 3 Series,2019,29450,Automatic,123,Diesel,145,54.3,2
 2 Series,2019,21773,Automatic,123,Diesel,145,49.6,2
 1 Series,2019,24142,Semi-Auto,16000,Petrol,145,39.8,3
 2 Series,2019,22773,Automatic,123,Diesel,145,49.6,2
 3 Series,2019,27900,Manual,123,Diesel,145,61.4,2
 3 Series,2019,20966,Automatic,9582,Petrol,145,48.7,2
 5 Series,2015,17002,Semi-Auto,29116,Diesel,30,62.8,2
 M4,2018,38776,Manual,8869,Petrol,145,32.1,3
 X3,2019,32822,Semi-Auto,4550,Diesel,145,54.3,2
 2 Series,2017,22991,Semi-Auto,23730,Petrol,200,39.8,3
 X1,2019,23516,Automatic,4783,Petrol,145,46.3,1.5
 2 Series,2019,26706,Semi-Auto,49,Diesel,145,57.7,2
 X3,2019,32226,Automatic,4997,Petrol,145,30.4,2
 3 Series,2019,33990,Automatic,5621,Diesel,145,52.3,2
 1 Series,2018,17595,Semi-Auto,26268,Petrol,145,47.9,2
 X1,2016,15500,Semi-Auto,52061,Diesel,30,65.7,2
 2 Series,2019,21176,Manual,123,Diesel,145,65.7,2
 1 Series,2019,21480,Automatic,123,Diesel,145,67.3,2
 X2,2019,26972,Automatic,123,Petrol,145,38.7,2
 X3,2019,38330,Automatic,123,Diesel,145,54.3,2
 X1,2017,19500,Semi-Auto,20935,Diesel,125,60.1,2
 3 Series,2014,17000,Automatic,67455,Diesel,160,50.4,3
 1 Series,2016,14500,Manual,21646,Petrol,125,52.3,1.5
 3 Series,2017,22998,Semi-Auto,25585,Diesel,145,51.4,3
 1 Series,2017,19498,Manual,25163,Petrol,145,36.2,3
 1 Series,2017,21498,Semi-Auto,21564,Petrol,145,39.8,3
 3 Series,2016,15998,Semi-Auto,67915,Diesel,160,51.4,3
 4 Series,2017,19298,Semi-Auto,27119,Diesel,145,65.7,2
 X1,2017,20998,Semi-Auto,12624,Diesel,150,57.6,2
 X1,2016,14998,Semi-Auto,78843,Diesel,150,55.4,2
 2 Series,2019,23462,Automatic,123,Diesel,145,67.3,2
 2 Series,2019,22646,Manual,123,Petrol,145,52.3,1.5
 2 Series,2019,28861,Automatic,123,Petrol,145,39.8,3
 2 Series,2019,22292,Manual,123,Diesel,145,64.2,2
 2 Series,2019,22770,Manual,123,Diesel,145,64.2,2
 3 Series,2019,32060,Automatic,123,Diesel,145,60.1,2
 1 Series,2019,20760,Automatic,123,Petrol,145,48.7,2
 X5,2019,53150,Automatic,123,Diesel,145,37.7,3
 2 Series,2019,23159,Automatic,123,Petrol,145,50.4,1.5
 2 Series,2019,21176,Manual,123,Diesel,145,65.7,2
 5 Series,2019,41550,Automatic,123,Petrol,145,39.2,3
 2 Series,2019,22291,Manual,123,Diesel,145,64.2,2
 2 Series,2019,22770,Manual,123,Diesel,145,64.2,2
 2 Series,2019,23966,Automatic,123,Diesel,145,67.3,2
 2 Series,2019,23976,Automatic,20,Diesel,145,67.3,2
 1 Series,2019,19840,Semi-Auto,5077,Petrol,145,55.5,1.5
 X3,2019,33313,Semi-Auto,4999,Diesel,145,54.3,2
 X5,2019,49403,Semi-Auto,100,Diesel,145,37.7,3
 3 Series,2019,40602,Semi-Auto,3980,Petrol,145,34.9,3
 1 Series,2017,21498,Semi-Auto,19869,Petrol,150,39.8,3
 3 Series,2017,15698,Semi-Auto,21545,Petrol,150,54.3,1.5
 1 Series,2015,10998,Manual,23241,Diesel,0,83.1,1.5
 1 Series,2016,14000,Manual,14574,Diesel,20,70.6,1.5
 4 Series,2017,20320,Automatic,16876,Diesel,125,58.9,2
 2 Series,2015,9995,Manual,37500,Diesel,20,68.9,2
 5 Series,2017,18491,Semi-Auto,39128,Diesel,125,60.1,2
 1 Series,2014,12290,Manual,32014,Diesel,30,65.7,2
 3 Series,2017,19192,Semi-Auto,18014,Diesel,150,60.1,2
 4 Series,2017,20892,Semi-Auto,18278,Diesel,150,60.1,2
 1 Series,2017,21162,Semi-Auto,20508,Petrol,200,39.8,3
 3 Series,2019,36531,Semi-Auto,6850,Petrol,145,40.4,2
 X2,2019,27982,Semi-Auto,4264,Petrol,145,39.2,2
 1 Series,2017,20990,Semi-Auto,29934,Petrol,145,39.8,3
 3 Series,2016,16990,Semi-Auto,44563,Diesel,125,60.1,2
 1 Series,2017,17990,Semi-Auto,25877,Diesel,125,60.1,2
 1 Series,2014,9692,Manual,34000,Petrol,125,52.3,1.6
 X3,2019,33990,Automatic,1926,Diesel,145,54.3,2
 2 Series,2019,27990,Semi-Auto,3736,Diesel,145,48.7,2
 Z4,2019,31990,Automatic,11223,Petrol,145,37.2,2
 4 Series,2013,12982,Semi-Auto,47852,Petrol,145,47.1,2
 2 Series,2016,17336,Automatic,23030,Diesel,145,55.4,2
 4 Series,2019,26922,Semi-Auto,4068,Diesel,150,65.7,2
 3 Series,2015,15552,Semi-Auto,39029,Diesel,125,58.9,2
 X5,2019,50832,Semi-Auto,100,Diesel,145,37.7,3
 X1,2017,21312,Automatic,11253,Diesel,125,57.6,2
 X4,2019,42982,Automatic,9151,Diesel,145,37.2,3
 X1,2019,26970,Semi-Auto,10730,Diesel,145,50.4,2
 4 Series,2016,18512,Semi-Auto,21470,Diesel,30,65.7,2
 1 Series,2014,12272,Semi-Auto,31000,Diesel,20,67.3,2
 5 Series,2016,15882,Semi-Auto,44000,Diesel,125,60.1,2
 2 Series,2014,12302,Manual,31676,Diesel,125,58.9,2
 X1,2013,8795,Manual,70645,Diesel,165,51.4,2
 2 Series,2018,15995,Semi-Auto,21815,Diesel,150,68.9,2
 3 Series,2014,16500,Automatic,67455,Diesel,160,50.4,3
 2 Series,2016,10465,Manual,16228,Diesel,20,68.9,2
 2 Series,2019,18480,Manual,2771,Petrol,145,44.1,1.5
 4 Series,2019,25320,Automatic,5035,Diesel,145,65.7,2
 2 Series,2019,24500,Manual,2631,Diesel,145,55.4,2
 2 Series,2019,21850,Manual,3000,Petrol,145,51.4,1.5
 4 Series,2019,32991,Semi-Auto,5491,Petrol,145,44.8,2
 X2,2019,29770,Automatic,123,Diesel,145,48.7,2
 X2,2019,29374,Automatic,123,Diesel,145,50.4,2
 X2,2019,30361,Automatic,123,Diesel,145,48.7,2
 X2,2019,29375,Automatic,123,Diesel,145,50.4,2
 3 Series,2019,33610,Automatic,123,Petrol,145,41.5,2
 X3,2017,20340,Automatic,30443,Diesel,145,54.3,2
 3 Series,2018,18300,Automatic,30214,Diesel,145,62.8,2
 2 Series,2017,20499,Semi-Auto,14612,Petrol,145,38.2,3
 X1,2014,11331,Manual,30506,Diesel,160,51.4,2
 4 Series,2014,10749,Automatic,70116,Diesel,125,61.4,2
 3 Series,2015,13490,Semi-Auto,63981,Diesel,30,64.2,2
 5 Series,2015,11895,Semi-Auto,69356,Diesel,20,68.9,2
 4 Series,2015,14395,Manual,42745,Diesel,30,62.8,2
 X1,2016,18795,Automatic,14868,Petrol,160,44.8,2
 1 Series,2017,20750,Automatic,18347,Petrol,200,39.8,3
 3 Series,2017,16970,Manual,24015,Diesel,125,60.1,2
 4 Series,2017,21167,Semi-Auto,19041,Diesel,145,55.4,3
 4 Series,2016,17870,Semi-Auto,13298,Petrol,200,42.8,2
 Z4,2015,14191,Manual,19109,Petrol,200,41.5,2
 4 Series,2018,20397,Automatic,11068,Diesel,145,65.7,2
 X1,2016,17397,Manual,16243,Diesel,125,58.9,2
 3 Series,2017,20962,Semi-Auto,30607,Diesel,160,51.4,3
 3 Series,2016,20432,Semi-Auto,9939,Diesel,160,51.4,3
 2 Series,2017,15552,Semi-Auto,56718,Diesel,145,65.7,2
 1 Series,2016,13212,Manual,13778,Petrol,30,56.5,1.5
 3 Series,2019,26832,Semi-Auto,4039,Petrol,145,42.2,2
 3 Series,2019,27372,Semi-Auto,6336,Diesel,145,52.3,2
 1 Series,2013,12000,Semi-Auto,17988,Petrol,150,48.7,1.6
 1 Series,2016,10990,Manual,51000,Diesel,20,68.9,2
 3 Series,2015,13990,Manual,26948,Diesel,30,61.4,2
 4 Series,2017,21490,Semi-Auto,48957,Diesel,145,50.4,3
 2 Series,2016,12460,Manual,24158,Petrol,30,55.4,1.5
 1 Series,2016,9990,Manual,71603,Diesel,20,70.6,1.5
 1 Series,2018,14390,Manual,12063,Diesel,150,50.4,2
 2 Series,2016,18950,Automatic,22537,Petrol,260,37.2,3
 4 Series,2014,13130,Automatic,46833,Petrol,145,47.1,2
 3 Series,2018,21980,Semi-Auto,9684,Petrol,145,48.7,2
 5 Series,2016,15991,Semi-Auto,21476,Diesel,30,62.8,2
 X3,2016,18991,Semi-Auto,39365,Diesel,145,54.3,2
 X1,2017,18991,Semi-Auto,29317,Diesel,145,57.6,2
 1 Series,2015,14999,Manual,40052,Petrol,300,35.3,3
 3 Series,2016,15510,Semi-Auto,40417,Diesel,125,60.1,2
 1 Series,2017,22995,Semi-Auto,11950,Petrol,145,39.8,3
 3 Series,2018,18995,Semi-Auto,31278,Diesel,145,64.2,2
 2 Series,2016,19372,Semi-Auto,27584,Petrol,260,35.8,3
 5 Series,2016,15122,Semi-Auto,37390,Diesel,20,68.9,2
 X3,2016,21856,Semi-Auto,20094,Diesel,145,54.3,2
 1 Series,2015,14690,Semi-Auto,23234,Petrol,125,54.3,1.5
 X3,2013,13690,Semi-Auto,30400,Diesel,165,50.4,2
 3 Series,2015,14490,Semi-Auto,28425,Diesel,125,61.4,2
 3 Series,2016,15490,Semi-Auto,38000,Diesel,30,64.2,2
 3 Series,2018,19495,Automatic,23830,Diesel,145,60.1,2
 X1,2016,18995,Automatic,24299,Diesel,145,55.4,2
 3 Series,2013,8995,Manual,67000,Diesel,20,68.9,2
 X1,2017,15732,Manual,23575,Diesel,20,68.9,2
 2 Series,2019,21402,Manual,6000,Diesel,150,51.4,2
 3 Series,2019,27472,Semi-Auto,8200,Petrol,150,42.2,2
 X2,2019,26612,Semi-Auto,3000,Petrol,150,38.7,2
 X5,2019,48090,Automatic,123,Diesel,145,36.7,3
 X5,2019,48090,Automatic,123,Diesel,145,36.7,3
 X5,2019,48090,Automatic,123,Diesel,145,36.7,3
 1 Series,2014,14112,Semi-Auto,64995,Petrol,235,37.7,3
 2 Series,2016,18412,Semi-Auto,22459,Diesel,145,55.4,2
 3 Series,2014,13252,Semi-Auto,41692,Diesel,30,62.8,2
 5 Series,2017,23920,Automatic,24232,Diesel,145,53.3,3
 i8,2019,74226,Automatic,10,Hybrid,135,141.2,1.5
 5 Series,2014,12630,Semi-Auto,80826,Diesel,30,62.8,2
 4 Series,2018,20462,Manual,24368,Petrol,150,42.8,2
 X5,2016,32809,Automatic,25898,Diesel,205,47.1,3
 X6,2018,37900,Semi-Auto,11500,Diesel,150,40.9,3
 4 Series,2018,20397,Automatic,12421,Diesel,145,65.7,2
 3 Series,2018,20940,Automatic,9200,Petrol,145,48.7,2
 2 Series,2018,15297,Automatic,9754,Petrol,145,40.9,1.5
 1 Series,2020,32451,Semi-Auto,206,Diesel,145,48.7,2
 4 Series,2020,32748,Semi-Auto,16,Diesel,145,60.1,2
 4 Series,2020,35100,Semi-Auto,16,Diesel,145,51.4,3
 X3,2015,22202,Semi-Auto,15712,Diesel,145,54.3,2
 3 Series,2018,22162,Semi-Auto,14344,Diesel,145,64.2,2
 4 Series,2019,28532,Semi-Auto,3030,Diesel,145,58.9,2
 2 Series,2019,20949,Manual,123,Petrol,145,42.8,1.5
 5 Series,2019,38260,Automatic,123,Diesel,145,60.1,3
 X2,2019,34368,Automatic,123,Petrol,145,34,2
 X2,2019,34368,Automatic,123,Petrol,145,34,2
 X2,2019,34368,Automatic,123,Petrol,145,34,2
 X1,2019,28560,Manual,123,Diesel,145,68.9,2
 2 Series,2019,25671,Automatic,123,Petrol,145,47.9,2
 1 Series,2016,18112,Semi-Auto,18457,Diesel,125,60.1,2
 X6,2018,40092,Semi-Auto,11637,Diesel,145,44.8,3
 X2,2019,28266,Semi-Auto,2367,Petrol,145,39.2,2
 4 Series,2019,32170,Automatic,3000,Petrol,145,41.5,3
 X1,2019,30850,Semi-Auto,7778,Diesel,145,50.4,2
 X3,2019,42830,Automatic,8911,Diesel,145,36.7,3
 1 Series,2017,19548,Manual,20485,Petrol,145,36.2,3
 1 Series,2015,11209,Manual,41372,Diesel,20,72.4,1.5
 X2,2019,33520,Semi-Auto,3235,Petrol,145,34,2
 X4,2019,37540,Automatic,4002,Diesel,145,42.8,2
 2 Series,2019,23920,Manual,3156,Diesel,145,60.1,2
 4 Series,2019,28970,Semi-Auto,5402,Diesel,145,60.1,2
 3 Series,2016,16892,Semi-Auto,24435,Diesel,30,64.2,2
 4 Series,2019,26352,Semi-Auto,3334,Diesel,145,65.7,2
 X4,2019,39263,Semi-Auto,6170,Diesel,145,40.9,3
 6 Series,2019,34442,Semi-Auto,16935,Diesel,145,47.9,3
 X1,2017,17491,Manual,25818,Diesel,125,60.1,2
 2 Series,2018,17722,Manual,19571,Petrol,145,52.3,1.5
 2 Series,2020,35440,Semi-Auto,600,Petrol,145,36.2,2
 X2,2019,28955,Semi-Auto,5313,Diesel,145,48.7,2
 X3,2019,57680,Automatic,1405,Petrol,145,24.8,3
 X7,2019,67120,Automatic,10,Diesel,145,33.6,3
 3 Series,2019,27596,Automatic,12608,Diesel,145,52.3,2
 1 Series,2019,24600,Semi-Auto,7072,Petrol,145,40.4,1.5
 3 Series,2019,39600,Automatic,10850,Diesel,145,43.5,3
 2 Series,2019,25460,Semi-Auto,5440,Diesel,145,60.1,2
 5 Series,2019,36380,Automatic,5799,Diesel,145,53.3,3
 3 Series,2019,26580,Semi-Auto,13216,Diesel,145,60.1,2
 2 Series,2019,19880,Semi-Auto,7916,Diesel,145,51.4,2
 5 Series,2017,16202,Semi-Auto,52590,Diesel,125,60.1,2
 X1,2017,16514,Automatic,60792,Diesel,145,55.4,2
 X5,2016,31362,Automatic,34356,Diesel,200,47.1,3
 X4,2019,42460,Automatic,2188,Petrol,145,26.9,3
 5 Series,2019,38050,Semi-Auto,2269,Diesel,145,51.4,3
 4 Series,2019,27990,Semi-Auto,1000,Diesel,145,56.5,3
 X5,2019,49990,Semi-Auto,751,Petrol,145,27.2,3
 X3,2016,20990,Semi-Auto,32040,Diesel,145,54.3,2
 4 Series,2020,30137,Semi-Auto,16,Diesel,150,60.1,2
 2 Series,2019,21773,Automatic,123,Diesel,145,49.6,2
 1 Series,2019,20600,Automatic,143,Diesel,145,70.6,2
 2 Series,2019,21773,Automatic,123,Diesel,145,49.6,2
 2 Series,2019,20638,Manual,123,Diesel,145,51.4,2
 2 Series,2019,20638,Manual,123,Diesel,145,51.4,2
 2 Series,2019,22773,Automatic,153,Diesel,145,49.6,2
 X4,2017,22973,Semi-Auto,46363,Diesel,145,54.3,2
 5 Series,2017,21995,Automatic,18820,Diesel,145,65.7,2
 X1,2016,15500,Semi-Auto,52061,Diesel,30,65.7,2
 1 Series,2019,25976,Manual,1357,Diesel,145,53.3,2
 X2,2019,28150,Semi-Auto,6950,Diesel,145,58.9,2
 X4,2019,37990,Automatic,8526,Diesel,145,40.9,3
 2 Series,2019,21600,Semi-Auto,5000,Diesel,145,48.7,2
 5 Series,2019,26566,Automatic,6384,Diesel,145,62.8,2
 2 Series,2019,21460,Manual,7710,Diesel,145,60.1,2
 1 Series,2014,9352,Manual,63669,Diesel,20,68.9,2
 X7,2019,76970,Semi-Auto,10,Diesel,145,31.4,3
 2 Series,2020,23380,Semi-Auto,666,Diesel,145,51.4,2
 M4,2020,48630,Semi-Auto,99,Petrol,145,34,3
 4 Series,2018,21792,Automatic,9807,Diesel,145,65.7,2
 3 Series,2019,28013,Semi-Auto,7165,Petrol,145,41.5,2
 X3,2019,34222,Semi-Auto,2973,Petrol,145,30.4,2
 2 Series,2019,21990,Semi-Auto,2500,Petrol,145,39.2,1.5
 4 Series,2019,24990,Semi-Auto,1000,Petrol,145,48.7,2
 X3,2016,18995,Semi-Auto,34274,Diesel,145,54.3,2
 X3,2017,26692,Automatic,18673,Diesel,145,47.1,3
 4 Series,2019,31175,Manual,123,Petrol,145,46.3,2
 4 Series,2019,31356,Automatic,123,Petrol,145,48.7,2
 1 Series,2017,15500,Manual,53248,Diesel,145,65.7,2
 3 Series,2014,18000,Automatic,67455,Diesel,160,50.4,3
 1 Series,2016,12965,Automatic,23899,Petrol,30,58.9,1.5
 1 Series,2013,10965,Automatic,37808,Diesel,30,64.2,2
 3 Series,2019,19965,Semi-Auto,14153,Diesel,145,64.2,2
 X1,2016,17498,Manual,19060,Diesel,125,58.9,2
 X1,2016,17367,Manual,18361,Diesel,125,58.9,2
 X1,2019,24790,Automatic,3414,Petrol,145,37.7,2
 2 Series,2019,24240,Semi-Auto,1415,Diesel,145,49.6,2
 X3,2015,16680,Semi-Auto,70864,Diesel,150,54.3,2
 1 Series,2017,12390,Semi-Auto,42852,Diesel,20,72.4,1.5
 5 Series,2016,14890,Semi-Auto,29840,Diesel,30,65.7,2
 1 Series,2019,22990,Manual,5023,Diesel,145,53.3,2
 2 Series,2019,18260,Manual,5328,Petrol,145,44.1,1.5
 1 Series,2019,24990,Automatic,8458,Diesel,145,51.4,2
 X6,2019,55990,Automatic,6222,Diesel,145,34.9,3
 4 Series,2019,22810,Automatic,5984,Petrol,145,48.7,2
 2 Series,2019,21390,Automatic,14380,Diesel,145,47.1,2
 2 Series,2019,19850,Automatic,10649,Diesel,145,49.6,2
 4 Series,2019,26820,Semi-Auto,8598,Diesel,145,60.1,2
 3 Series,2019,27770,Semi-Auto,4050,Diesel,145,60.1,2
 3 Series,2013,8480,Manual,48681,Petrol,150,47.9,1.6
 X1,2016,17490,Manual,20516,Diesel,125,58.9,2
 1 Series,2017,17160,Automatic,26213,Petrol,145,47.9,2
 2 Series,2017,16491,Semi-Auto,22080,Petrol,145,48.7,2
 4 Series,2019,25910,Semi-Auto,5029,Petrol,145,48.7,2
 X1,2019,27380,Semi-Auto,1940,Diesel,145,65.7,2
 X6,2019,64690,Automatic,3000,Petrol,145,26.4,3
 M2,2019,48200,Automatic,1500,Petrol,145,29.1,3
 X6,2019,68522,Semi-Auto,11330,Diesel,145,33.2,3
 3 Series,2019,25560,Semi-Auto,3000,Diesel,145,62.8,2
 5 Series,2019,30570,Automatic,3067,Hybrid,145,49.6,2
 X2,2019,32690,Semi-Auto,3000,Diesel,145,58.9,2
 3 Series,2019,27998,Semi-Auto,11658,Diesel,150,48.7,2
 1 Series,2017,20500,Semi-Auto,25190,Petrol,145,39.8,3
 1 Series,2017,21995,Semi-Auto,23000,Petrol,145,39.8,3
 1 Series,2017,20998,Semi-Auto,14992,Petrol,145,39.8,3
 3 Series,2015,16365,Semi-Auto,48812,Diesel,160,51.4,3
 4 Series,2019,20995,Automatic,6004,Diesel,145,65.7,2
 X6,2013,15380,Semi-Auto,71522,Diesel,300,38.2,3
 3 Series,2017,14691,Semi-Auto,38326,Petrol,145,51.4,2
 1 Series,2014,9491,Manual,25174,Diesel,20,68.9,2
 3 Series,2016,10591,Manual,62674,Diesel,20,72.4,2
 2 Series,2018,15700,Manual,6889,Petrol,145,57.6,1.5
 3 Series,2016,12207,Automatic,55293,Diesel,20,74.3,2
 3 Series,2017,14430,Manual,26818,Petrol,145,49.6,1.5
 3 Series,2017,19645,Semi-Auto,27900,Diesel,150,64.2,2
 3 Series,2018,19765,Semi-Auto,24965,Petrol,145,48.7,2
 3 Series,2015,12245,Semi-Auto,27721,Diesel,30,64.2,2
 1 Series,2016,10950,Manual,30341,Diesel,20,72.4,1.5
 1 Series,2013,6491,Manual,73000,Diesel,0,74.3,1.6
 2 Series,2017,15991,Semi-Auto,12887,Petrol,145,55.4,1.5
 2 Series,2014,13342,Manual,36849,Petrol,160,44.8,2
 5 Series,2018,28000,Semi-Auto,25411,Diesel,145,60.1,3
 3 Series,2014,10100,Manual,41738,Diesel,30,62.8,2
 X6,2020,65352,Semi-Auto,3158,Petrol,145,26.4,3
 X2,2019,31084,Semi-Auto,3096,Petrol,145,36.2,2
 4 Series,2018,18210,Manual,17672,Petrol,145,46.3,2
 4 Series,2016,19000,Manual,10267,Petrol,200,43.5,2
 X1,2016,17770,Semi-Auto,34290,Diesel,125,57.6,2
 X1,2019,19980,Manual,7113,Petrol,145,51.4,1.5
 1 Series,2017,20750,Semi-Auto,16977,Petrol,200,39.8,3
 5 Series,2016,13465,Semi-Auto,71203,Diesel,125,60.1,2
 1 Series,2016,13998,Semi-Auto,35441,Diesel,30,65.7,2
 3 Series,2017,14498,Manual,24719,Diesel,150,67.3,2
 3 Series,2019,24998,Semi-Auto,13957,Diesel,150,52.3,2
 X1,2016,16000,Manual,37201,Diesel,125,58.9,2
 3 Series,2017,17998,Semi-Auto,24253,Diesel,150,64.2,2
 1 Series,2015,12998,Semi-Auto,32435,Diesel,20,68.9,1.5
 2 Series,2015,16342,Semi-Auto,31383,Petrol,160,47.1,2
 X1,2014,10872,Manual,50716,Diesel,160,51.4,2
 4 Series,2016,19642,Semi-Auto,23575,Diesel,125,60.1,2
 7 Series,2017,33682,Semi-Auto,6431,Diesel,145,54.3,3
 3 Series,2013,14612,Automatic,41114,Diesel,125,57.6,3
 4 Series,2015,18272,Semi-Auto,33864,Diesel,125,60.1,2
 2 Series,2017,19212,Automatic,13301,Diesel,145,57.7,2
 3 Series,2014,11520,Manual,62828,Diesel,125,61.4,2
 3 Series,2014,11128,Manual,67232,Diesel,125,57.6,2
 1 Series,2015,9681,Manual,40176,Petrol,145,50.4,1.6
 1 Series,2017,12290,Manual,31268,Diesel,150,72.4,1.5
 2 Series,2016,16322,Semi-Auto,47254,Diesel,125,61.4,2
 5 Series,2018,27750,Automatic,24460,Diesel,145,60.1,3
 X4,2019,42412,Semi-Auto,3414,Diesel,145,37.2,3
 M3,2017,37572,Semi-Auto,30573,Petrol,300,34,3
 3 Series,2018,20732,Semi-Auto,7856,Diesel,145,64.2,2
 X3,2018,29022,Automatic,6716,Diesel,145,56.5,2
 X5,2016,33522,Automatic,51536,Diesel,235,42.8,3
 1 Series,2019,31723,Semi-Auto,1129,Diesel,145,60.1,2
 5 Series,2018,28992,Automatic,19625,Diesel,145,53.3,3
 4 Series,2016,17782,Semi-Auto,34942,Diesel,30,65.7,2
 2 Series,2016,10242,Manual,51577,Petrol,30,57.6,1.5
 X1,2017,17621,Semi-Auto,27531,Diesel,30,65.7,2
 1 Series,2018,14012,Manual,17143,Petrol,150,38.7,1.5
 5 Series,2019,27241,Semi-Auto,7657,Hybrid,150,49.6,2
 X5,2016,31581,Automatic,7658,Diesel,205,47.1,3
 6 Series,2016,19916,Automatic,43525,Diesel,160,51.4,3
 3 Series,2019,22780,Semi-Auto,11944,Petrol,145,44.8,2
 8 Series,2019,88980,Semi-Auto,88,Petrol,145,24.4,4.4
 4 Series,2019,22446,Automatic,10164,Diesel,145,65.7,2
 4 Series,2019,24016,Automatic,4349,Diesel,145,60.1,2
 3 Series,2017,19836,Automatic,28411,Diesel,145,51.4,3
 2 Series,2017,15582,Semi-Auto,10556,Diesel,20,68.9,2
 2 Series,2016,15342,Manual,37828,Petrol,205,42.8,2
 2 Series,2019,26830,Semi-Auto,4789,Petrol,145,46.3,2
 3 Series,2019,37980,Semi-Auto,3078,Petrol,145,34.9,3
 4 Series,2019,22380,Semi-Auto,9846,Diesel,145,65.7,2
 X5,2019,44980,Semi-Auto,7383,Diesel,145,37.7,3
 1 Series,2017,16980,Manual,24985,Diesel,145,70.6,1.5
 2 Series,2019,23980,Semi-Auto,8452,Diesel,145,61.4,2
 7 Series,2019,47980,Automatic,339,Petrol,145,34.5,3
 1 Series,2018,18480,Semi-Auto,17402,Petrol,145,47.9,2
 3 Series,2019,27280,Semi-Auto,7311,Petrol,145,42.2,2
 X1,2019,26280,Semi-Auto,3646,Petrol,145,48.7,2
 2 Series,2019,18980,Manual,5500,Petrol,145,42.8,1.5
 X3,2019,35480,Semi-Auto,9000,Diesel,145,54.3,2
 1 Series,2019,17250,Manual,6824,Petrol,145,53.3,1.5
 1 Series,2019,17250,Manual,4028,Petrol,145,53.3,1.5
 1 Series,2019,17250,Manual,4122,Petrol,145,53.3,1.5
 1 Series,2019,17250,Manual,11699,Petrol,145,53.3,1.5
 3 Series,2019,25780,Semi-Auto,7004,Petrol,145,45.6,2
 5 Series,2019,26480,Semi-Auto,5130,Diesel,145,65.7,2
 2 Series,2019,18980,Semi-Auto,5992,Petrol,145,50.4,2
 3 Series,2019,40980,Semi-Auto,6250,Diesel,145,43.5,3
 4 Series,2019,25780,Semi-Auto,9326,Diesel,145,65.7,2
 4 Series,2019,25480,Semi-Auto,8042,Diesel,145,65.7,2
 3 Series,2017,19480,Semi-Auto,17610,Petrol,145,48.7,2
 X3,2019,30980,Automatic,6332,Diesel,145,54.3,2
 1 Series,2016,11980,Automatic,25204,Petrol,30,58.9,1.5
 X1,2017,17980,Semi-Auto,53850,Diesel,150,57.6,2
 2 Series,2018,16980,Manual,19853,Diesel,150,64.2,2
 3 Series,2020,39950,Semi-Auto,1204,Petrol,150,33.6,3
 4 Series,2016,15980,Semi-Auto,66037,Diesel,30,65.7,2
 X7,2019,74480,Automatic,7278,Diesel,145,31.4,3
 X2,2019,28480,Semi-Auto,3282,Petrol,145,39.8,2
 2 Series,2019,25780,Semi-Auto,4418,Diesel,150,48.7,2
 X1,2019,27280,Automatic,5231,Petrol,145,48.7,2
 3 Series,2016,18980,Semi-Auto,29902,Diesel,145,53.3,3
 X3,2017,29980,Semi-Auto,25101,Diesel,150,47.9,3
 X1,2020,29970,Semi-Auto,1241,Diesel,145,60.1,2
 1 Series,2020,28790,Semi-Auto,953,Diesel,145,51.4,2
 1 Series,2019,24280,Manual,1947,Petrol,145,41.5,1.5
 4 Series,2017,20480,Semi-Auto,26814,Diesel,145,55.4,3
 1 Series,2016,14880,Manual,19882,Diesel,30,65.7,2
 4 Series,2015,15480,Automatic,50145,Petrol,200,43.5,2
 4 Series,2016,22480,Automatic,25742,Diesel,145,55.4,3
 1 Series,2017,15280,Automatic,14709,Diesel,145,72.4,1.5
 4 Series,2019,28170,Semi-Auto,9647,Diesel,145,58.9,2
 5 Series,2017,22322,Semi-Auto,42295,Diesel,145,60.1,2
 1 Series,2019,21670,Semi-Auto,7065,Petrol,145,42.8,1.5
 1 Series,2013,11200,Semi-Auto,10239,Petrol,145,48.7,1.6
 i3,2017,19980,Automatic,26965,Hybrid,140,470.8,0
 X1,2017,20092,Semi-Auto,25610,Petrol,160,44.8,2
 2 Series,2019,20190,Manual,4648,Petrol,145,42.8,1.5
 3 Series,2019,32790,Automatic,3750,Diesel,145,52.3,2
 Z4,2019,32970,Automatic,467,Petrol,145,38.7,2
 2 Series,2019,21205,Semi-Auto,9148,Petrol,145,50.4,1.5
 X2,2019,29325,Semi-Auto,8859,Diesel,145,50.4,2
 X1,2017,19832,Semi-Auto,15242,Diesel,145,57.6,2
 X5,2017,36980,Automatic,18231,Diesel,145,42.8,3
 X1,2015,14995,Manual,39000,Diesel,125,58.9,2
 3 Series,2014,9698,Semi-Auto,62121,Diesel,125,60.1,2
 X1,2017,17998,Semi-Auto,41604,Diesel,150,55.4,2
