"gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"Male",0,"Yes","Yes",39,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",23.8,903.8,"No"
"Female",0,"Yes","No",46,"Yes","No","DSL","No","Yes","No","Yes","Yes","No","Two year","Yes","Credit card (automatic)",64.2,3009.5,"No"
"Male",0,"No","No",6,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",85.35,489.45,"Yes"
"Female",0,"Yes","Yes",72,"Yes","Yes","DSL","No","No","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",76.8,5468.45,"No"
"Male",0,"No","No",18,"Yes","No","DSL","No","No","Yes","Yes","No","No","Month-to-month","No","Credit card (automatic)",55.2,1058.1,"No"
"Male",0,"Yes","No",71,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",108.55,7616,"No"
"Male",0,"Yes","No",40,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.3,4113.1,"Yes"
"Male",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.55,69.55,"Yes"
"Male",0,"No","No",58,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",103.25,6017.65,"Yes"
"Male",0,"No","No",70,"Yes","Yes","Fiber optic","Yes","No","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",104,7250.15,"Yes"
"Female",0,"Yes","No",42,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Electronic check",25.25,1108.2,"No"
"Male",0,"Yes","Yes",34,"No","No phone service","DSL","Yes","No","No","No","No","No","One year","No","Bank transfer (automatic)",30.4,938.65,"No"
"Male",1,"No","No",5,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",20.05,94.15,"No"
"Female",0,"No","No",25,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Mailed check",84.6,2088.05,"No"
"Female",0,"No","No",2,"Yes","No","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Mailed check",86.2,178.7,"Yes"
"Female",0,"Yes","Yes",55,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",103.7,5656.75,"No"
"Male",0,"Yes","No",21,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",111.2,2317.1,"Yes"
"Male",0,"Yes","No",70,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","No","Two year","Yes","Credit card (automatic)",88,5986.45,"No"
"Female",0,"Yes","No",61,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",106.35,6751.35,"No"
"Male",0,"Yes","Yes",43,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",79.15,3566.6,"No"
"Male",0,"No","No",47,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",103.1,4889.3,"No"
"Male",0,"No","No",5,"Yes","No","DSL","No","No","Yes","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)",63.95,318.1,"No"
"Female",0,"No","No",62,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",25.8,1563.95,"No"
"Female",0,"Yes","Yes",16,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",89.45,1430.25,"Yes"
"Male",1,"Yes","No",7,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",95.6,644.35,"Yes"
"Female",0,"Yes","Yes",14,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",25.55,372.45,"No"
"Male",0,"Yes","Yes",60,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","No","One year","No","Electronic check",90.95,5453.4,"Yes"
"Male",0,"Yes","Yes",34,"No","No phone service","DSL","No","No","Yes","Yes","Yes","No","Month-to-month","Yes","Electronic check",44.85,1442.6,"No"
"Female",0,"Yes","No",50,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","One year","No","Electronic check",108.55,5610.7,"Yes"
"Male",0,"Yes","Yes",38,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",25.05,963.95,"No"
"Female",0,"Yes","Yes",70,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","Yes","One year","No","Credit card (automatic)",74.1,5222.3,"No"
"Female",0,"Yes","Yes",37,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",88.8,3340.55,"No"
"Female",1,"No","No",4,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",78.85,292.8,"Yes"
"Male",1,"Yes","Yes",60,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",93.25,5774.55,"No"
"Male",0,"Yes","Yes",62,"Yes","No","DSL","Yes","No","Yes","Yes","No","Yes","One year","No","Credit card (automatic)",71.4,4487.3,"No"
"Male",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",44.4,44.4,"Yes"
"Male",0,"No","No",36,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",79.2,2854.95,"No"
"Male",0,"No","No",44,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20.4,905.55,"No"
"Female",1,"No","No",55,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",100,5509.3,"Yes"
"Female",0,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",105,7589.8,"No"
"Female",0,"Yes","Yes",12,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",19.8,229.6,"Yes"
"Female",0,"No","No",13,"No","No phone service","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",30.85,394.1,"No"
"Male",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",89.9,89.9,"Yes"
"Female",0,"Yes","Yes",15,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.55,295.95,"No"
"Female",0,"No","No",65,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",84.85,5459.2,"No"
"Female",0,"Yes","Yes",12,"No","No phone service","DSL","Yes","No","No","Yes","No","No","One year","No","Credit card (automatic)",33.15,444.75,"No"
"Male",0,"Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",92,6782.15,"No"
"Female",0,"Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",89.8,6510.45,"No"
"Female",0,"Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",115.8,8476.5,"No"
"Male",0,"No","Yes",52,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Mailed check",85.15,4461.85,"No"
"Male",0,"No","No",2,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",24.85,62,"No"
"Female",0,"No","No",5,"Yes","No","DSL","Yes","No","No","Yes","Yes","No","Month-to-month","Yes","Electronic check",64.35,352.65,"No"
"Female",0,"No","No",68,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20.5,1424.9,"No"
"Female",0,"No","Yes",62,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",100.15,6413.65,"Yes"
"Male",0,"No","No",72,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","Two year","No","Credit card (automatic)",86.05,6309.65,"No"
"Male",0,"No","No",1,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",50.8,50.8,"Yes"
"Female",0,"Yes","No",66,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","No","One year","No","Electronic check",89,5898.6,"No"
"Male",0,"Yes","Yes",72,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",64.8,4719.75,"No"
"Male",0,"No","No",26,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",19.8,457.3,"No"
"Male",0,"Yes","Yes",64,"Yes","Yes","Fiber optic","Yes","No","Yes","No","No","Yes","Two year","No","Bank transfer (automatic)",93.4,5822.3,"No"
"Male",1,"Yes","No",20,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",73.65,1463.5,"Yes"
"Female",0,"No","No",3,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.1,307.4,"Yes"
"Male",0,"No","No",22,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",94.65,2104.55,"Yes"
"Male",0,"Yes","No",4,"Yes","No","Fiber optic","No","No","Yes","Yes","No","No","Month-to-month","Yes","Mailed check",80.6,319.15,"Yes"
"Male",0,"Yes","No",62,"No","No phone service","DSL","No","No","No","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)",39,2337.45,"No"
"Female",0,"No","No",5,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.5,104.3,"No"
"Male",0,"Yes","No",59,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","One year","No","Electronic check",85.55,5084.65,"Yes"
"Male",0,"No","Yes",3,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",26.4,121.25,"No"
"Female",0,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)",98.2,7015.9,"No"
"Male",0,"Yes","Yes",57,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",97.55,5598,"No"
"Male",0,"No","Yes",66,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.95,1269.1,"No"
"Female",0,"No","No",60,"No","No phone service","DSL","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",50.8,3027.4,"Yes"
"Male",0,"No","Yes",45,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Two year","No","Bank transfer (automatic)",99.7,4634.35,"No"
"Female",0,"No","No",3,"No","No phone service","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",34.8,113.95,"No"
"Female",0,"No","No",15,"Yes","No","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Month-to-month","No","Electronic check",105.1,1582.75,"Yes"
"Female",0,"No","Yes",51,"No","No phone service","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","No","Bank transfer (automatic)",60.15,3077,"No"
"Female",0,"No","No",60,"Yes","Yes","DSL","Yes","No","Yes","Yes","No","No","One year","No","Electronic check",64.75,4039.5,"No"
"Male",0,"No","No",33,"Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",54.65,1665.2,"No"
"Male",0,"No","No",10,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",110.1,1043.3,"Yes"
"Male",1,"No","No",26,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",19.3,504.2,"No"
"Female",0,"No","No",6,"Yes","No","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","No","Electronic check",83.9,497.55,"Yes"
"Female",0,"Yes","No",67,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",111.25,7511.65,"No"
"Female",0,"Yes","Yes",49,"No","No phone service","DSL","Yes","No","No","Yes","No","No","One year","Yes","Credit card (automatic)",35.8,1782,"No"
"Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.05,20.05,"No"
"Female",1,"No","No",7,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",84.35,609.65,"No"
"Female",1,"No","No",27,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",110.5,2857.6,"No"
"Male",0,"Yes","Yes",37,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","One year","No","Credit card (automatic)",91.2,3247.55,"No"
"Female",0,"Yes","Yes",63,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",100.55,6215.35,"Yes"
"Male",0,"Yes","Yes",31,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","No","No","Month-to-month","No","Electronic check",89.3,2823,"No"
"Male",0,"Yes","Yes",50,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",103.85,5017.9,"Yes"
"Male",1,"No","No",32,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",81.1,2619.25,"No"
"Female",0,"No","No",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",24.6,24.6,"Yes"
"Female",0,"Yes","No",63,"Yes","Yes","Fiber optic","No","No","No","Yes","No","No","One year","Yes","Credit card (automatic)",81.2,4965.1,"No"
"Male",0,"No","No",30,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",94.3,2679.7,"No"
"Male",0,"Yes","No",71,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",116.1,8310.55,"No"
"Female",0,"No","No",53,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Two year","No","Electronic check",105.55,5682.25,"No"
"Female",0,"No","No",12,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",98.9,1120.95,"Yes"
"Male",0,"Yes","No",50,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",94.4,4914.9,"No"
"Female",0,"No","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.5,27.55,"No"
"Female",0,"No","No",9,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","No","Credit card (automatic)",98.3,923.5,"Yes"
"Male",0,"No","No",17,"Yes","No","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",93.85,1625.65,"Yes"
"Female",0,"Yes","No",56,"Yes","No","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",105.6,6068.65,"No"
"Male",0,"Yes","Yes",67,"Yes","No","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","No","Credit card (automatic)",81.35,5398.6,"No"
"Male",1,"No","No",9,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.5,918.6,"Yes"
"Male",0,"No","No",4,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",56.4,234.85,"No"
